location,resource_type,system,code,unit,occurrences
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,KIT,KIT,20
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,TUBE,TUBE,17
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/40mg,mg/40mg,17
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CREA,CREA,15
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Units/Liter,Units/Liter,15
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,IU,IU,13
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,AERO,AERO,12
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/kg,mcg/kg,12
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,UNIT/HR,UNIT/HR,10
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ENE,ENE,9
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,_UNIT,_UNIT,9
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SOLN,SOLN,8
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,TC,TC,8
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CAN,CAN,7
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,nanogram,nanogram,7
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CUP,CUP,5
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/100 mL,mg/100 mL,5
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,DBTL,DBTL,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,GEL,GEL,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,GR,GR,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,LIQ,LIQ,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SCOOP,SCOOP,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/250 mL,mg/250 mL,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/m2,mg/m2,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\ 40mg,mg\ 40mg,4
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CON,CON,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,DEV,DEV,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,MU,MU,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PAD,PAD,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PEN,PEN,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/Lumen,mL/Lumen,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/mL,mL/mL,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg\ 0 mcg,mcg\ 0 mcg,3
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,BULK,BULK,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CONC,CONC,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CRE,CRE,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,JAR,JAR,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,LOT,LOT,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Million Cells,Million Cells,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,OINT,OINT,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PWDR,PWDR,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SUSP,SUSP,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SYRP,SYRP,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/dose,mg/dose,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\960 mg,mg\960 mg,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,nanograms/kg/minute,nanograms/kg/minute,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,scp,scp,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-,-,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,/ 0 Units,/ 0 Units,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,AERA,AERA,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CPT,CPT,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ERT,ERT,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,NEEDLE,NEEDLE,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,RING,RING,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SPG,SPG,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,STRP,STRP,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SWAB,SWAB,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Units/kg,Units/kg,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/Day,mL/Day,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/Syringe,mL/Syringe,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg PE/kg,mg PE/kg,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/250 ml,mg/250 ml,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/50 mL,mg/50 mL,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/50 ml,mg/50 ml,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/500 ml,mg/500 ml,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\ 150 mg,mg\ 150 mg,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\40 mg,mg\40 mg,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/day,ml/day,1
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,units\ 0 units,units\ 0 units,1
Observation.component.value[x],Observation,http://unitsofmeasure.org,mm[Hg],mm[Hg],3779500
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,,,52739035
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,%,%,26134655
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mmHg,mmHg,25401973
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/dL,mg/dL,22521672
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq/L,mEq/L,19977995
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,K/uL,K/uL,9874714
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,insp/min,insp/min,9642142
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,bpm,bpm,7827348
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,g/dL,g/dL,5776209
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,IU/L,IU/L,5409097
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,fL,fL,4521365
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml,ml,4234967
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,sec,sec,4162356
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,cmH2O,cmH2O,3351546
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,m/uL,m/uL,3184074
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,pg,pg,3160643
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,L/min,L/min,2828993
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL,mL,2673591
Observation.value[x],Observation,http://unitsofmeasure.org,/min,beats/minute,1902897
Observation.value[x],Observation,http://unitsofmeasure.org,/min,breaths/minute,1879951
Observation.value[x],Observation,http://unitsofmeasure.org,%,%,1833265
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,units,units,1794987
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,°F,°F,1515987
Observation.value[x],Observation,http://unitsofmeasure.org,[degF],F,1401314
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mmol/L,mmol/L,1243416
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,#/hpf,#/hpf,1082594
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mm Hg,mm Hg,1035601
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/hr,ml/hr,993580
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ng/mL,ng/mL,979335
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,cm,cm,968376
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,°C,°C,958887
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,g/dl,g/dl,428839
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Ratio,Ratio,316399
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,uIU/mL,uIU/mL,311106
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,#/uL,#/uL,292327
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ug/dL,ug/dL,284326
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,kg,kg,277540
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/min,ml/min,242012
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,pg/mL,pg/mL,228371
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ug/mL,ug/mL,190873
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,cmH2O/L/seconds,cmH2O/L/seconds,173637
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/L,mg/L,156934
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mA,mA,138292
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ng/dL,ng/dL,135949
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,#/lpf,#/lpf,113224
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mOsm/kg,mOsm/kg,113115
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mV,mV,98445
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mm/hr,mm/hr,61066
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/g,mg/g,49266
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/mg,mg/mg,44508
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,min,min,44125
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Inch,Inch,33707
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mIU/mL,mIU/mL,27655
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,U/mL,U/mL,26979
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/beat,mL/beat,20836
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mmHg.,mmHg.,19059
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,umol/L,umol/L,15545
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,RPM,RPM,15444
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,L/min/m2,L/min/m2,15070
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/24hr,mg/24hr,14607
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,IU/mL,IU/mL,13650
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ng/mL FEU,ng/mL FEU,8826
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,nmol/L,nmol/L,7034
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,/min,/min,6579
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/m2,mL/m2,6380
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,dynes.sec.cm-5/m2,dynes.sec.cm-5/m2,3620
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,dynes*sec/cm5/m2,dynes*sec/cm5/m2,3087
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,dynes*sec/cm5,dynes*sec/cm5,2647
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,log10 IU/mL,log10 IU/mL,2571
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,U/g/Hb,U/g/Hb,2514
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,GPL,GPL,2468
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,MPL,MPL,2463
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/kg,ml/kg,2376
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,U,U,2106
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,hour,hour,1717
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Liters,Liters,1606
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,lbs,lbs,1462
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ppm,ppm,1290
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,N/A,N/A,1181
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,psi,psi,927
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,log10 copies/mL,log10 copies/mL,629
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,hrs,hrs,624
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/min,mL/min,622
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,kcal/kg,kcal/kg,477
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,g/kg,g/kg,450
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,msec,msec,415
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,log10 cop/mL,log10 cop/mL,313
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,U/L,U/L,257
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,uU/ML,uU/ML,87
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Degree,Degree,77
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Score,Score,48
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,years,years,26
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ng/mL DDU,ng/mL DDU,24
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,/hpf,/hpf,15
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,+/-,+/-,6
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,BU,BU,1
Observation.value[x],Observation,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,kcal/day,kcal/day,1
