element,system,code,display,occurrences
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LEVO100I,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LISI10,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METC500,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NABICARB150/1000,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NITR02O,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PYRI50,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ZINC220,,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,226361,Pre-Admission/Non-ICU Intake,24
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BARI2/450L,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CILO25ES,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIAZ5,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,EUCE120C,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FENO48,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LABE200,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PREG75,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VITE400,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225859,Ciprofloxacin,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225892,Piperacillin,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Acetaminophen,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,vancomycin,,23
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BACL10,,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MIRT7.5,,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PB20EL,,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TIAZ120,,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225853,Ceftazidime,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225879,Levofloxacin,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Octreotide Acetate,,22
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ACET20/4I,,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ASCO250,,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CYAN1I,,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GUAI10,,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LISI5,,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,OLAN10,,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225825,D5NS,21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225911,Ranitidine (Prophylaxis),21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229296,Vital High Protein (Full),21
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFT1/100MBP,,20
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DOPA400D,,20
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,IBUP400,,20
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,IRBE150,,20
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHYT5,,20
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,PHENYLEPHrine,,20
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CALC25,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CIPR250,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,COZA25,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METF500,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHEN60250D,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VANC1250NS,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VANC750F,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ZOSY4.5FD,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225834,K Phos,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Ciprofloxacin 0.3% Ophth Soln,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Cyclopentolate 1%,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Phenylephrine 2.5 % Ophth Soln,,19
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ACD3/1000I,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ALTE1/2I,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ANUSHC,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BACTSS,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CLON5,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,EPO4I,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LR1000,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MOM30L,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,QUET50,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225153,Labetalol,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225866,Erythromycin,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,228383,Peptamen Bariatric (Full),18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Acyclovir,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Furosemide,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Lactulose,,18
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BUPR75,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFE2F,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CLIN600PM,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ENO3I,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ERY25010NS,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,KAYE15L,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PRED10,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,RAME8,,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225936,Replete with Fiber (Full),17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,226372,OR Cell Saver Intake,17
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,APIX5,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DEXA4,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIAZ2,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DULO30,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUD100,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GEOD20,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MAGCITL,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MORP15,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MVITH15L,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PERP2,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PROZ10,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229014,Promote with Fiber (Full),16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Tropicamide 1 %,,16
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DILT125D,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUC200,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GUAI600T,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LIDO15AM,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METD10,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MILR20PM,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NORE16/250NS,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SARNL,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VANC500F,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VORI50,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,221986,Milrinone,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225159,NaCl 0.45%,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225885,Micafungin,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225909,Lansoprazole (Prevacid),15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Docusate Sodium,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,LeVETiracetam,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Potassium Phosphate,,15
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DORZ2S,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUCO400PM,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GABA400,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HEPA100SYR,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LEVO100,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ROPI.2SC,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ZITHR250,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225917,TPN without Lipids,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225930,Peptamen 1.5 (Full),14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,ruxolitinib,,14
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BUPR100,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,D5NS1000,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LEVO750PM,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MAAL30L,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MERO1000/100MBP,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MICA100/100NS,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MIDA100PC,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NICO21P,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,REFRESH,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SIME80,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225843,Ampicillin/Sulbactam (Unasyn),13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225845,Azithromycin,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225913,Coumadin (Warfarin),13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229072,Ketorolac (Toradol),13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Miconazole Powder 2%,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Neomycin-Polymyxin-Bacitracin,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,venetoclax,,13
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ANUS1O,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFE1I,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CYCL10,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ERYT250,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METH8,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MORP100PM,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ONDA4ODT,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,THYR30,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225916,TPN w/ Lipids,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229420,Dexmedetomidine (Precedex),12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Vancomycin,,12
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ALBU5250,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AMIN10250NS,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AMIO150DK,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,EPI2250D,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FENT2.550PC,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HALD5I,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDZ25,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,IMDU30,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,KCL40/500N,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LIDO2/5J,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MIRT15,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHEN100,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PREG25,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TRIA.1/80C,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VITB1,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225171,Cryoprecipitate,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225905,Voriconazole,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,227694,Omeprazole (Prilosec),11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Aspirin,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Chlorhexidine Gluconate 0.12% Oral Rinse,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Levothyroxine Sodium,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Lorazepam,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Phytonadione,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Propofol,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Voriconazole,,11
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,1/2NS1000,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIPH25,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIVA250,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIVA500,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DRON25,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ENOX80I,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLU200PM,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HUMA75/25I,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,IBUP600,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LISI2.5,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LORA10,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METAMOR,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METL25,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,RETA4000HD,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SULF500,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225835,Na Phos,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225973,Meperidine (Demerol),10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,227533,Sodium Bicarbonate 8.4% (Amp),10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,227535,Vitamin K (Phytonadione),10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,227689,Dilantin,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229069,Digoxin (Lanoxin),10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,229297,Osmolite 1.5 (Full),10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Cytarabine,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Ondansetron,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Pantoprazole,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Potassium Chloride,,10
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ATRO1/2ES,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CALG2/100NS,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,D5W1000ML,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDX25,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LEVO750,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NABIARB150/1000SW,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,RALT400,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,RIVA10,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SERT50,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TERB1C,,9
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225837,Acyclovir,9
